cluster_id,canonical_phrase,phrase_count,phrases,weight
322,Rules,2,"[""rules"", ""rules""]",0.316
323,Yields Premature,1,"[""yields premature""]",0.087
324,Dhtml Performance,2,"[""dhtml"", ""dhtml performance""]",0.121
325,Testcase Displays,4,"[""testcase"", ""testcase"", ""testcase displays"", ""second testcase""]",0.608
326,Character Err,1,"[""character err""]",0.115
327,Networking,2,"[""networking"", ""network""]",0.181
328,Rdf Initialization,2,"[""rdf initialization"", ""initialize rdf""]",0.388
329,Updateview Function,2,"[""updateview"", ""updateview function""]",0.251
330,Tinderbox,1,"[""tinderbox""]",0.124
331,08 Mtest,2,"[""mtest"", ""08 mtest""]",0.19
332,Document Createentityreference,2,"[""createentityreference"", ""document createentityreference""]",0.201
333,Triggering,1,"[""triggering""]",0.107
334,Interesting Unfortunately,1,"[""interesting unfortunately""]",0.117
335,Binary Data,2,"[""binary"", ""binary data""]",0.363
336,M10 Task,2,"[""m10 task"", ""m10 tasks adding""]",0.278
337,Cavalier,1,"[""cavalier""]",0.099
338,Pagedown,1,"[""pagedown""]",0.079
339,Link Element,2,"[""link element"", ""link elements""]",0.076
340,Perl,1,"[""perl""]",0.088
341,Beam,1,"[""beam""]",0.135
342,Generated Content,1,"[""generated content""]",0.108
343,Uudecode,1,"[""uudecode""]",0.102
344,Controller,1,"[""controller""]",0.076
345,Restriction,2,"[""restriction"", ""restrictions""]",0.18
346,Spec Mac Exceptions,2,"[""spec mac exceptions"", ""installer spec mac exceptions""]",0.178
347,Data Class Parcelable Fenix,1,"[""data class parcelable fenix""]",0.108
348,Getbasewindowfromwindow,1,"[""getbasewindowfromwindow""]",0.068
349,Add Number,3,"[""numbers"", ""add number"", ""numbers""]",0.588
350,Original File,1,"[""original file""]",0.087
351,Rtf,1,"[""rtf""]",0.131
352,Group Headings,1,"[""group headings""]",0.162
353,Settextproperty,1,"[""settextproperty""]",0.17
354,Const Nsresult,2,"[""nsresult"", ""const nsresult""]",0.203
355,Xpfe Engineer,2,"[""xpfe engineer"", ""appropriate xpfe engineer""]",0.294
356,Key,2,"[""key"", ""keys""]",0.175
357,Pointer,1,"[""pointer""]",0.112
358,Windows Ver,1,"[""windows ver""]",0.053
359,Ins Quite Right,1,"[""ins quite right""]",0.155
360,266 Mhz,4,"[""mhz"", ""mhz p2 96 mb"", ""266 mhz"", ""mhz""]",0.554
361,File Types,2,"[""file type native windows"", ""file types""]",0.139
362,Launch Hey,2,"[""launch hey"", ""launch""]",0.209
363,Composer,1,"[""composer""]",0.087
364,Codes,1,"[""codes""]",0.121
365,Implement Signed Scripts Entering,2,"[""implement signed scripts entering"", ""arch implement signed scripts""]",0.298
366,I18N Dependencies,1,"[""i18n dependencies""]",0.248
367,Meta,2,"[""meta"", ""meta""]",0.624
368,Hip Deep,1,"[""hip deep""]",0.085
369,Md4,1,"[""md4""]",0.054
370,Iis,1,"[""iis""]",0.054
371,Various Threads,2,"[""threads"", ""various threads""]",0.157
372,Swap Foreground,1,"[""swap foreground""]",0.152
373,Blank Browser,2,"[""blank browser"", ""blank browser window""]",0.244
374,Display Run,1,"[""display run""]",0.085
375,Netlib Thread,2,"[""netlib thread"", ""netlib""]",0.198
376,Dns,1,"[""dns""]",0.09
377,Rfe Ability,2,"[""rfe"", ""rfe ability""]",0.175
378,Single Signon,3,"[""signon"", ""single signon"", ""signons""]",0.439
379,List 10,1,"[""list 10""]",0.077
380,End Tags,1,"[""end tags""]",0.098
381,70S,1,"[""70s""]",0.104
382,Redundancy,1,"[""redundancy""]",0.121
383,Forward History,1,"[""forward history""]",0.048
384,Password Dialog,2,"[""password dialog"", ""password dialog box starts""]",0.417
385,Host,3,"[""host"", ""host"", ""hostname""]",0.36
386,Genmodulebase,1,"[""genmodulebase""]",0.119
387,Pop Folders,2,"[""pop folders"", ""loading pop folders""]",0.146
388,Nt Sp5,2,"[""nt sp5"", ""nt5""]",0.209
389,Necko Lands,8,"[""necko"", ""necko lands"", ""necko landing right"", ""necko"", ""necko"", ""necko responsibility"", ""post necko"", ""necko""]",2.123
390,Www Authenticate,5,"[""authentication"", ""auth"", ""authenticate"", ""www authenticate"", ""authorization""]",0.255
391,Routine Prepending Sd,2,"[""routine prepending sd"", ""uncompression routine prepending sd""]",0.3
392,Displays,1,"[""displays""]",0.07
393,Createattribute,1,"[""createattribute""]",0.078
394,Mccabe,2,"[""mccabe"", ""mccabe""]",0.594
395,Chars Lang,3,"[""chars lang"", ""latin1 chars lang"", ""latin chars lang""]",0.355
396,Mailnews Mime,2,"[""mailnews"", ""mailnews mime""]",0.269
397,Explicitly Changed,1,"[""explicitly changed""]",0.113
398,Nsblockframe Cpp,2,"[""nsblockframe cpp"", ""nsblockframe""]",0.195
399,Tooltip,4,"[""tooltip"", ""tooltips"", ""tooltips"", ""tooltip""]",0.742
400,Longer Netscape Changing,3,"[""longer netscape changing"", ""netscape changing qa"", ""longer netscape changing qa""]",0.651
401,Case Image,1,"[""case image""]",0.097
402,Tabs Fenix,2,"[""tabs fenix"", ""pwa tabs fenix""]",0.192
403,Html4 Support,1,"[""html4 support""]",0.097
404,General Ini Section Parsing,1,"[""general ini section parsing""]",0.089
405,Widget Set,2,"[""widget set"", ""widget set""]",0.398
406,Seperate,2,"[""seperate"", ""separating""]",0.212
407,Repaint,2,"[""repaint"", ""painting""]",0.181
408,Renders,2,"[""renders"", ""rendered""]",0.237
409,Dtds,2,"[""dtds"", ""dtd""]",0.243
410,Agent Pref,2,"[""agent pref"", ""user agent pref""]",0.178
411,Neatly Sidestep,2,"[""sidestep"", ""neatly sidestep""]",0.216
412,Chromium,1,"[""chromium""]",0.069
413,Body,1,"[""body""]",0.132
414,Sidebar,2,"[""sidebar"", ""sidebar""]",0.486
415,Popups,2,"[""popups"", ""popup""]",0.185
416,Xul Localizable,4,"[""localizable xul file"", ""xul localizable"", ""non localizable xul"", ""xul non localizable xul""]",0.556
417,Source Window,1,"[""source window""]",0.09
418,Shouldn Work Completely,1,"[""shouldn work completely""]",0.088
419,Tall Image,1,"[""tall image""]",0.155
420,Selectable Items,1,"[""selectable items""]",0.131
421,Button Css,2,"[""button css"", ""communicator button css""]",0.146
422,Xul Non,4,"[""xul"", ""xul non"", ""xul css"", ""xul""]",0.881
423,Browser Option,2,"[""browser option"", ""default browser option""]",0.31
424,Control,1,"[""control""]",0.086
425,Sp5 Changing Summary,2,"[""sp5 changing summary"", ""winnt4 sp5 changing summary""]",0.264
426,Foomodule,1,"[""foomodule""]",0.085
427,Location Apath,2,"[""apath"", ""location apath""]",0.204
428,Comm Opt,2,"[""comm"", ""comm opt""]",0.226
429,Netscape Confidential,2,"[""netscape confidential"", ""netscape confidential""]",0.592
430,Expand Sz,3,"[""expand sz"", ""reg expand sz"", ""example reg expand sz""]",0.453
431,Keypress Keyup,2,"[""onkeypress"", ""keypress keyup""]",0.267
432,Summary Field,2,"[""summary field removing extraneous"", ""summary field""]",0.228
433,Textarea,2,"[""textarea"", ""textarea""]",0.324
434,Makefile,1,"[""makefile""]",0.136
435,18 00,1,"[""18 00""]",0.103
436,Right Click,1,"[""right click""]",0.043
437,Nsipluginmanger Geturl,2,"[""nsipluginmanger geturl"", ""calling nsipluginmanger geturl""]",0.234
438,Application Support,1,"[""application support""]",0.066
439,Apps Html Dialogs,3,"[""apps html dialogs"", ""xp apps html"", ""xp apps html dialogs""]",0.489
440,Beta3,3,"[""beta3"", ""beta2"", ""beta2""]",0.393
441,Getcontent Aselement Islink,1,"[""getcontent aselement islink""]",0.096
442,Xlink Title,2,"[""xlink"", ""xlink title""]",0.12
443,Mathml,1,"[""mathml""]",0.071
444,Webkit,1,"[""webkit""]",0.068
445,Parent Window,2,"[""parent window"", ""child window""]",0.096
446,Rjc,1,"[""rjc""]",0.104
447,Getdragstate,1,"[""getdragstate""]",0.096
448,Nss,1,"[""nss""]",0.05
449,Macintosh Save,1,"[""macintosh save""]",0.147
450,Netscape En Unix Shouldn,1,"[""netscape en unix shouldn""]",0.119
451,Appleevents,2,"[""appleevents"", ""appleevent""]",0.175
452,Damn Cnn,1,"[""damn cnn""]",0.117
453,Select,4,"[""select"", ""selection"", ""selection"", ""selecting""]",0.678
454,M11 Moving,2,"[""m11 moving"", ""m11 works correctly""]",0.196
455,Focus Pseudo Class,1,"[""focus pseudo class""]",0.084
456,Dotted Borders,5,"[""dotted"", ""dotted borders"", ""dotted"", ""dotted"", ""dotted line""]",1.264
457,Generror,1,"[""generror""]",0.085
458,Thread Pane,2,"[""thread pane"", ""thread pane""]",0.564
459,Context Settings,2,"[""context settings"", ""style context settings""]",0.154
460,Easily Confused,1,"[""easily confused""]",0.132
461,Hardware,1,"[""hardware""]",0.068
462,Context Menus,2,"[""context menus"", ""native context menus""]",0.301
463,Architectural Work,2,"[""architectural work"", ""fundamental architectural work""]",0.298
464,Shutdown Messenger,3,"[""shutdown"", ""shutdown messenger"", ""shutdown""]",0.949
465,Putting Paw,1,"[""putting paw""]",0.11
466,Border Style,3,"[""border style"", ""border"", ""border""]",0.466
467,Nsifilespec Idl,2,"[""nsifilespec"", ""nsifilespec idl""]",0.216
468,Screen,1,"[""screen""]",0.105
469,Ship Beta,1,"[""ship beta""]",0.132
470,Moi La Deluge Merci,1,"[""moi la deluge merci""]",0.077
471,Dll Necko,3,"[""dll necko"", ""necko dll"", ""dll necko dll""]",0.367
472,Ver,1,"[""ver""]",0.064
473,Layout Base Src Nsframeimageloader,2,"[""layout base src nsframeimageloader"", ""base src nsframeimageloader cpp""]",0.166
474,Pref Network Proxy Http,2,"[""pref network proxy http"", ""user pref network proxy""]",0.25
475,Altgr Key,2,"[""altgr"", ""altgr key""]",0.157
476,News Networking,2,"[""news networking"", ""mail news networking""]",0.21
477,Window Means,1,"[""window means""]",0.04
478,File Chrome,2,"[""file chrome"", ""file chrome messenger content""]",0.278
479,Refactoring,1,"[""refactoring""]",0.092
480,Hold,1,"[""hold""]",0.109
481,Xptoolkit Xpwidget,1,"[""xptoolkit xpwidget""]",0.108
482,Navigation,1,"[""navigation""]",0.042
483,Premature Scroll Bar,1,"[""premature scroll bar""]",0.087
484,Download Tgz,4,"[""tgz"", ""download tgz"", ""download tgz file"", ""tgz files""]",0.562
485,Max Element,2,"[""max element"", ""max element size""]",0.297
486,Unix Shouldn,2,"[""unix shouldn"", ""unix""]",0.18
487,Agent String,2,"[""agent string"", ""user agent string""]",0.286
488,Scrolling Disabled,1,"[""scrolling disabled""]",0.149
489,Issue Set,1,"[""issue set""]",0.155
490,Exhibit,1,"[""exhibit""]",0.053
491,Ui Spec,1,"[""ui spec""]",0.055
492,Native Context,1,"[""native context""]",0.147
493,Samba,1,"[""samba""]",0.047
494,Ns Style User Modify,1,"[""ns style user modify""]",0.131
495,Xml Xhtml,2,"[""xhtml"", ""xml xhtml""]",0.241
496,Change Pushed,1,"[""change pushed""]",0.157
497,Title Attribute,1,"[""title attribute""]",0.063
498,Text Frames,1,"[""text frames""]",0.088
499,Page Title,3,"[""page title"", ""title html"", ""page title html""]",0.256
500,Nt Xp,1,"[""nt xp""]",0.051
501,Selected Option,2,"[""selected option"", ""selected option drawn""]",0.154
502,Anymore,1,"[""anymore""]",0.159
503,Trivia Sake,1,"[""trivia sake""]",0.139
504,Chapter,1,"[""chapter""]",0.045
505,Span,1,"[""span""]",0.049
506,Quit,1,"[""quit""]",0.137
507,Buzilla,1,"[""buzilla""]",0.149
508,Level,1,"[""level""]",0.204
509,Nsnull Aview Null View,1,"[""nsnull aview null view""]",0.093
510,Idl,1,"[""idl""]",0.088
511,Mats,1,"[""mats""]",0.096
512,Recorded,1,"[""recorded""]",0.11
513,Min,1,"[""min""]",0.093
514,Ui Add,1,"[""ui add""]",0.157
515,Skin Work,1,"[""skin work""]",0.085
516,Available Shortly,1,"[""available shortly""]",0.149
517,Box Handy,1,"[""box handy""]",0.099
518,Workaround,1,"[""workaround""]",0.087
519,00 950A,2,"[""00 950a"", ""00 950""]",0.268
520,Spawned,1,"[""spawned""]",0.041
521,Shy,1,"[""shy""]",0.081
522,Test Suite Compliance,1,"[""test suite compliance""]",0.071
523,Nitpick,1,"[""nitpick""]",0.139
524,Independent,1,"[""independent""]",0.1
525,Jay,1,"[""jay""]",0.163
526,Clsid,1,"[""clsid""]",0.089
527,Akkana,1,"[""akkana""]",0.095
528,Des,1,"[""des""]",0.043
529,Layout Constraints,1,"[""layout constraints""]",0.139
530,Api,1,"[""api""]",0.093
531,Clipboard,2,"[""clipboard"", ""clipboard""]",0.334
532,Middle,1,"[""middle""]",0.1
533,Public,1,"[""public""]",0.118
534,Embed,1,"[""embed""]",0.073
535,Set Default,2,"[""set default"", ""default""]",0.167
536,Replay,1,"[""replay""]",0.137
537,Iterators,1,"[""iterators""]",0.098
538,Area Instead,1,"[""area instead""]",0.108
539,Gated,1,"[""gated""]",0.163
540,Instead Returned,1,"[""instead returned""]",0.078
541,Match,1,"[""match""]",0.096
542,Wallet,1,"[""wallet""]",0.141
543,Sun Firewall,1,"[""sun firewall""]",0.117
544,Graphical,1,"[""graphical""]",0.086
545,Link Toolbar,6,"[""toolbar"", ""link toolbar"", ""toolbars"", ""toolbar"", ""toolbar behavior"", ""toolbar""]",0.895
546,Deprecated,1,"[""deprecated""]",0.078
547,Stupid Error,2,"[""stupid error"", ""correct stupid error""]",0.156
548,Undo,1,"[""undo""]",0.19
549,Standard Mode,1,"[""standard mode""]",0.115
550,Main Iteration,2,"[""main iteration"", ""main iteration""]",0.388
551,Item Viewholders,1,"[""item viewholders""]",0.126
552,Document Body Style,1,"[""document body style""]",0.04
553,Called Twice,1,"[""called twice""]",0.161
554,Specific,1,"[""specific""]",0.082
555,Text Pull,1,"[""text pull""]",0.098
556,Ticket,1,"[""ticket""]",0.057
557,Method,1,"[""method""]",0.086
558,Username Password,2,"[""password"", ""username password""]",0.23
559,Ascale,1,"[""ascale""]",0.04
560,Remarking,1,"[""remarking""]",0.085
561,Geckoautocompletestoragedelegate,1,"[""geckoautocompletestoragedelegate""]",0.133
562,Bogus Clearing,1,"[""bogus clearing""]",0.098
563,Gfx Text,1,"[""gfx text""]",0.106
564,Unusable,1,"[""unusable""]",0.134
565,Nsidombaseappcore,1,"[""nsidombaseappcore""]",0.182
566,Sspi,1,"[""sspi""]",0.054
567,Valeski,1,"[""valeski""]",0.1
568,Html Metabug,1,"[""html metabug""]",0.097
569,Easy Way,1,"[""easy way""]",0.086
570,Scott Work,1,"[""scott work""]",0.108
571,Tree Scrolls,1,"[""tree scrolls""]",0.183
572,Breaking,1,"[""breaking""]",0.057
573,Viewing Pleasure,1,"[""viewing pleasure""]",0.086
574,Oji,2,"[""oji"", ""oji""]",0.572
575,Press,1,"[""press""]",0.145
576,Mis,1,"[""mis""]",0.186
577,266,1,"[""266""]",0.091
578,Home Httpd Html,1,"[""home httpd html""]",0.102
579,Custom,1,"[""custom""]",0.053
580,Nsobjectloadingcontent,1,"[""nsobjectloadingcontent""]",0.069
581,Critical,1,"[""critical""]",0.083
582,M10 Damn Cnn Removed,1,"[""m10 damn cnn removed""]",0.117
583,P2 Enhancement,1,"[""p2 enhancement""]",0.139
584,Safari,1,"[""safari""]",0.052
585,Rick 1W,1,"[""rick 1w""]",0.125
586,Cancel Button,1,"[""cancel button""]",0.204
587,Positioning,1,"[""positioning""]",0.176
588,Key Html,1,"[""key html""]",0.086
589,Cfg,1,"[""cfg""]",0.11
590,Event Viewer,1,"[""event viewer""]",0.086
591,Destinctive,1,"[""destinctive""]",0.132
592,Annoyed Usually Available,1,"[""annoyed usually available""]",0.113
593,Live,1,"[""live""]",0.084
594,Evena,1,"[""evena""]",0.089
595,Closing Useless,2,"[""closing useless"", ""appropriate closing useless""]",0.496
596,Watching,1,"[""watching""]",0.171
597,Eip Ff,3,"[""eip"", ""eip ff"", ""eip""]",0.374
598,Nseventstatemanager,1,"[""nseventstatemanager""]",0.174
599,Stranger,1,"[""stranger""]",0.095
600,Behaviour Spec,1,"[""behaviour spec""]",0.072
601,Mlines,1,"[""mlines""]",0.101
602,Resummarizing,1,"[""resummarizing""]",0.098
603,Ready,1,"[""ready""]",0.09
604,Known Ahead,1,"[""known ahead""]",0.155
605,Res Samples,1,"[""res samples""]",0.172
606,Keyword Server,1,"[""keyword server""]",0.059
607,Bluejay,1,"[""bluejay""]",0.059
608,Service Creates,1,"[""service creates""]",0.095
609,Setattr,1,"[""setattr""]",0.053
610,Structs,1,"[""structs""]",0.242
611,Content Type,1,"[""content type""]",0.089
612,Did Intend,1,"[""did intend""]",0.139
613,Requestor,1,"[""requestor""]",0.095
614,Previous,1,"[""previous""]",0.149
615,Intended,1,"[""intended""]",0.105
616,Dont,1,"[""dont""]",0.128
617,Patch V0,1,"[""patch v0""]",0.058
618,Design Decision,1,"[""design decision""]",0.108
619,Margin 1Em,1,"[""margin 1em""]",0.064
620,Autocomplete,1,"[""autocomplete""]",0.133
621,Unless Qa,1,"[""unless qa""]",0.139
622,Verfied,1,"[""verfied""]",0.132
623,Crash,1,"[""crash""]",0.08
624,String Smrtupdt,1,"[""string smrtupdt""]",0.082
625,Resize Browser,2,"[""resize browser"", ""resize browser window""]",0.172
626,Gzip,1,"[""gzip""]",0.088
627,Page Loading Communicator,1,"[""page loading communicator""]",0.074
628,Deleted Feature,1,"[""deleted feature""]",0.149
629,Inquiry,1,"[""inquiry""]",0.057
630,Mcom,1,"[""mcom""]",0.085
631,Bmw,1,"[""bmw""]",0.09
632,Var,1,"[""var""]",0.093
633,Gif,1,"[""gif""]",0.084
634,Founder,1,"[""founder""]",0.055
635,Copy Operation,1,"[""copy operation""]",0.086
636,Expanding,1,"[""expanding""]",0.109
637,Help Roll,1,"[""help roll""]",0.278
638,Visited,1,"[""visited""]",0.078
639,App,1,"[""app""]",0.058
640,Email Talked,1,"[""email talked""]",0.103
641,Copyright,1,"[""copyright""]",0.038
642,Os Field,1,"[""os field""]",0.059
643,Vectra Vl,1,"[""vectra vl""]",0.091
644,Objecturichanged,1,"[""objecturichanged""]",0.056
645,M9 Feel Free,1,"[""m9 feel free""]",0.139
646,Reappears,1,"[""reappears""]",0.099
647,Extraction,1,"[""extraction""]",0.1
648,Mozillazine Page,1,"[""mozillazine page""]",0.083
649,Bonsai,1,"[""bonsai""]",0.088
650,Lets,2,"[""lets"", ""lets""]",0.412
651,Idiot,1,"[""idiot""]",0.119
652,Dashed,1,"[""dashed""]",0.103
653,Ascent,1,"[""ascent""]",0.122
654,Gimp Works Fine Reassigning,1,"[""gimp works fine reassigning""]",0.099
655,Nsichannel,1,"[""nsichannel""]",0.105
656,Nscssframeconstructor,1,"[""nscssframeconstructor""]",0.055
657,Href Foo Html,1,"[""href foo html""]",0.097
658,Movegeckoicon,1,"[""movegeckoicon""]",0.06
659,Listed,1,"[""listed""]",0.069
660,Shrink,1,"[""shrink""]",0.106
661,Machines,1,"[""machines""]",0.095
662,Usual According,1,"[""usual according""]",0.108
663,Classification,1,"[""classification""]",0.082
664,Experiment Fenix,1,"[""experiment fenix""]",0.139
665,Messenger Content Default,2,"[""messenger content default"", ""chrome messenger content default""]",0.278
666,Plugin,2,"[""plugin"", ""plugins""]",0.152
667,Unused,1,"[""unused""]",0.049
668,Gtk Signal Connect Object,1,"[""gtk signal connect object""]",0.09
669,Truncated,1,"[""truncated""]",0.104
670,Head,1,"[""head""]",0.098
671,Anotify,1,"[""anotify""]",0.058
672,Terminated,1,"[""terminated""]",0.098
673,Bugscape,1,"[""bugscape""]",0.139
674,Addressee Line,2,"[""addressee"", ""addressee line""]",0.329
675,Protocol,1,"[""protocol""]",0.099
676,Work,1,"[""work""]",0.077
677,Globaloverlay,1,"[""globaloverlay""]",0.161
678,Closes Fall,1,"[""closes fall""]",0.157
679,Icab,1,"[""icab""]",0.039
680,Hover Style,1,"[""hover style""]",0.119
681,Map Element,1,"[""map element""]",0.082
682,Code Incorrectly M10 Reassigning,1,"[""code incorrectly m10 reassigning""]",0.073
683,File Followup,1,"[""file followup""]",0.069
684,Bndl,1,"[""bndl""]",0.066
685,Passed,1,"[""passed""]",0.112
686,710,1,"[""710""]",0.072
687,Webshell,1,"[""webshell""]",0.09
688,Cell,1,"[""cell""]",0.074
689,Automated Attack Programs,1,"[""automated attack programs""]",0.119
690,Tmpl,1,"[""tmpl""]",0.053
691,Dispatching,1,"[""dispatching""]",0.097
692,General,1,"[""general""]",0.154
693,Troublesome,1,"[""troublesome""]",0.132
694,Impersonates,1,"[""impersonates""]",0.091
695,Workflow,1,"[""workflow""]",0.163
696,Wizard,1,"[""wizard""]",0.113
697,Vendorcomment,1,"[""vendorcomment""]",0.089
698,Gfx Widgets Enabled,1,"[""gfx widgets enabled""]",0.084
699,00 Customer Wants Ability,1,"[""00 customer wants ability""]",0.103
700,Jsinterp,1,"[""jsinterp""]",0.05
701,Mail Did,1,"[""mail did""]",0.095
702,Xif,1,"[""xif""]",0.085
703,Different Platforms React,1,"[""different platforms react""]",0.086
704,Arg,1,"[""arg""]",0.056
705,Goback Goforward,1,"[""goback goforward""]",0.147
706,Leaks,1,"[""leaks""]",0.139
707,Percentage,1,"[""percentage""]",0.094
708,Putting,1,"[""putting""]",0.11
709,Cubicle,1,"[""cubicle""]",0.132
710,Window History,1,"[""window history""]",0.04
711,Netkeeping Seal,1,"[""netkeeping seal""]",0.106
712,Corners,1,"[""corners""]",0.089
713,Row,1,"[""row""]",0.159
714,Instantiate,1,"[""instantiate""]",0.066
715,Ktlint,1,"[""ktlint""]",0.126
716,Blockquote,1,"[""blockquote""]",0.072
717,Getinstallorder,1,"[""getinstallorder""]",0.139
718,Content Sinks,1,"[""content sinks""]",0.149
719,Numbers Mean Moving,1,"[""numbers mean moving""]",0.139
720,Sites,1,"[""sites""]",0.092
721,Ascii Data,1,"[""ascii data""]",0.104
722,Address Book Window,1,"[""address book window""]",0.108
723,Browser Yields Premature,1,"[""browser yields premature""]",0.087
724,Legal,1,"[""legal""]",0.053
725,Bit Bucket,2,"[""bucket"", ""bit bucket""]",0.434
726,Components Close Add Optional,1,"[""components close add optional""]",0.147
727,Control Panel,1,"[""control panel""]",0.067
728,Linktag,1,"[""linktag""]",0.044
729,Line Terminated Data,1,"[""line terminated data""]",0.098
730,Wbr,1,"[""wbr""]",0.048
731,Gtk,1,"[""gtk""]",0.104
732,Multiselect,1,"[""multiselect""]",0.072
733,Functions,1,"[""functions""]",0.154
734,Submited,1,"[""submited""]",0.139
735,Directory Listing,1,"[""directory listing""]",0.08
736,Course Defeats,1,"[""course defeats""]",0.132
737,Chrome Urls,1,"[""chrome urls""]",0.15
738,Menu Behavior Lower,1,"[""menu behavior lower""]",0.099
739,Fetch,1,"[""fetch""]",0.072
740,Force,1,"[""force""]",0.077
741,Gtk Selection Data,1,"[""gtk selection data""]",0.073
742,Test8,1,"[""test8""]",0.085
743,Download Html,1,"[""download html""]",0.087
744,10 Pt,1,"[""10 pt""]",0.162
745,Redo,1,"[""redo""]",0.144
746,Quantify,1,"[""quantify""]",0.204
747,Original Subject,1,"[""original subject""]",0.106
748,Tonewcstring,1,"[""tonewcstring""]",0.075
749,Nsstopwatch Putting,1,"[""nsstopwatch putting""]",0.11
750,Hooking,1,"[""hooking""]",0.099
751,Xul Xml,2,"[""xul xml"", ""xul xml xhtml""]",0.212
752,Winnt4 Sp5,2,"[""winnt4 sp5"", ""winnt4 sp5 changing""]",0.264
753,Communicator,1,"[""communicator""]",0.088
754,Feature Complete,1,"[""feature complete""]",0.127
755,Treat,1,"[""treat""]",0.084
756,Major,1,"[""major""]",0.098
757,Editorsetselectionfromoffset,1,"[""editorsetselectionfromoffset""]",0.17
758,Nstimergtk,1,"[""nstimergtk""]",0.083
759,Dpi,1,"[""dpi""]",0.06
760,15Th Retarget,1,"[""15th retarget""]",0.149
761,Ptr,1,"[""ptr""]",0.158
762,Include Help,1,"[""include help""]",0.119
763,Longer Promising,1,"[""longer promising""]",0.149
764,Js Invoke,1,"[""js invoke""]",0.083
765,Ttbox,1,"[""ttbox""]",0.039
766,Sched,1,"[""sched""]",0.108
767,Time,1,"[""time""]",0.074
768,Real Problem,1,"[""real problem""]",0.129
769,Type Native,1,"[""type native""]",0.073
770,Blinking,2,"[""blinking"", ""blink""]",0.313
771,Const,1,"[""const""]",0.126
772,Comctl32 Dll,2,"[""comctl32"", ""comctl32 dll""]",0.468
773,Discontiguous Selection,1,"[""discontiguous selection""]",0.113
774,Autofill,1,"[""autofill""]",0.142
775,Checksetup,1,"[""checksetup""]",0.053
776,Wine Download,1,"[""wine download""]",0.07
777,Script,2,"[""script"", ""script""]",0.334
778,Smart Window,1,"[""smart window""]",0.066
779,Seamonkey Non Crypto,1,"[""seamonkey non crypto""]",0.278
780,07 13 33 Enhancements,1,"[""07 13 33 enhancements""]",0.103
781,015F,2,"[""015f"", ""013f""]",0.205
782,Properties Windows,2,"[""properties windows"", ""properties windows ver""]",0.106
783,Sizes Message Window,1,"[""sizes message window""]",0.103
784,Cloned Window,2,"[""cloned window"", ""clone window""]",0.103
785,Sync Strings Workflow,1,"[""sync strings workflow""]",0.163
786,Stream,1,"[""stream""]",0.122
787,Shapes,1,"[""shapes""]",0.072
788,Picker Dialog,1,"[""picker dialog""]",0.147
789,Output,1,"[""output""]",0.088
790,Authors,1,"[""authors""]",0.065
791,C1 7F,1,"[""c1 7f""]",0.05
792,Html Document Inside,1,"[""html document inside""]",0.095
793,Fallback,1,"[""fallback""]",0.054
794,Shrink Wrapping,2,"[""shrink wrapping"", ""wrapping""]",0.187
795,Internet Config,1,"[""internet config""]",0.066
796,Xx Seconds,1,"[""xx seconds""]",0.141
797,Deluge,1,"[""deluge""]",0.077
798,Access,1,"[""access""]",0.091
799,Truncation,1,"[""truncation""]",0.104
800,Called Took,1,"[""called took""]",0.139
801,Added Word Arch,1,"[""added word arch""]",0.149
802,Recently Closed,1,"[""recently closed""]",0.132
803,Getskippedcontent,1,"[""getskippedcontent""]",0.163
804,Followup,1,"[""followup""]",0.088
805,Vote,1,"[""vote""]",0.088
806,Transitional,1,"[""transitional""]",0.088
807,W3Proxy,1,"[""w3proxy""]",0.091
808,Imagelib,1,"[""imagelib""]",0.151
809,Snipe,1,"[""snipe""]",0.161
810,P3 450,1,"[""p3 450""]",0.053
811,Choffman Sez,1,"[""choffman sez""]",0.217
812,Provider Request,1,"[""provider request""]",0.07
813,En X11,1,"[""en x11""]",0.202
814,Ecx Ds 013F Esi,2,"[""ecx ds 013f esi"", ""ds 013f esi fs""]",0.148
815,Background Highlight,2,"[""highlight"", ""background highlight""]",0.307
816,Hasn Gone,1,"[""hasn gone""]",0.095
817,Compliance,1,"[""compliance""]",0.081
818,Approval,1,"[""approval""]",0.084
819,Verticalalignframes,1,"[""verticalalignframes""]",0.077
820,07 13 33,1,"[""07 13 33""]",0.174
821,Performance Analysis Clobbering,1,"[""performance analysis clobbering""]",0.095
822,Url Parsing,1,"[""url parsing""]",0.157
823,Required Did,1,"[""required did""]",0.132
824,Message Netscape Caused,1,"[""message netscape caused""]",0.074
825,International,1,"[""international""]",0.077
826,M10 Added Dependencies,1,"[""m10 added dependencies""]",0.139
827,Times Updating Qa,1,"[""times updating qa""]",0.11
828,Destroyed,1,"[""destroyed""]",0.133
829,Libxpcom,1,"[""libxpcom""]",0.057
830,Navigator Exits File,1,"[""navigator exits file""]",0.139
831,Nullplugin,1,"[""nullplugin""]",0.056
832,Current Page,1,"[""current page""]",0.134
833,Addressing Field,1,"[""addressing field""]",0.147
834,Appcore Shutdown,4,"[""shutdown change appcores"", ""appcore shutdown"", ""appcore shutdown change"", ""appcore shutdown change appcores""]",0.432
835,Pasting,1,"[""pasting""]",0.062
836,Webtools,1,"[""webtools""]",0.088
837,Named Anchor,1,"[""named anchor""]",0.05
